元の番号,分類番号,単語,和訳,分類語源,一つ目の語源,一つ目の語源の長さ,二つ目の語源,二つ目の語源の長さ,三つ目の語源,三つ目の語源の長さ,参考,参考の長さ,,,,,,,,,,,,
1801,195,necromancy,死霊術,necro_nekros(死体),nekros(死体),10,manteia(神託),11,,0,,0,は、死体に魂を吹き込んで予言を得たり、死者を蘇らせたりする魔術のことです,そのような術を扱う術師をネクロマンサー(necromancer),呼びます,死霊術はゲームやフィクションで飽きるほど登場します,ゾンビやスケルトンを呼び出したり、死人をアンデッドとして蘇らせたりして、主人公やプレイヤーを苦しめます,,,,,,,
1802,195,necrophagous,腐肉食性の,necro_nekros(死体),nekros(死体),10,phagain(食べる),12,,0,,0,またそのような性質を持つ動物を腐肉色動物(scavenger),呼び、ハイエナやハゲワシ、ウジなどが該当します,,,,,,,,,,
1803,195,necrophilia,屍姦,necro_nekros(死体),nekros(死体),10,philia(愛),9,,0,,0,,,,,,,,,,,,
1804,195,necropolis,共同墓地,necro_nekros(死体),nekros(死体),10,polis(都市),9,,0,,0,,,,,,,,,,,,
1805,195,necropsy,検死,necro_nekros(死体),nekros(死体),10,opsis(見る),9,,0,,0,,,,,,,,,,,,
1806,195,necrosis,壊死,necro_nekros(死体),nekros(死体),10,,0,,0,,0,,,,,,,,,,,,
1807,195,,,necro_nekros(死体),,0,,0,,0,,0,,,,,,,,,,,,
1808,196,innovation,革新,neo_nov(新しい),in(中),5,novus(新しい),10,,0,,0,技術革新」と訳されます,例えばインターネットも元は軍事利用されていたものを民間にも使うようになって成功したので、イノベーションの一例と言えますね,また技術を新しい視点で活用することで、新製品の開発やコストの削減にもつながるので、会社もどんどんイノベーションを奨励するべきですね(Companies should encourage innovation),,,,,,,,,
1809,196,neoclassicism,新古典主義,neo_nov(新しい),neo(新しい),8,classicism(古典主義),16,,0,,0,古代の芸術を持ち出すという点でルネサンスと似ていますが、あちらは教会や神の権威への対抗という考えが強いです,,,,,,,,,,,
1810,196,Neolithic,新石器時代の,neo_nov(新しい),neo(新しい),8,lith(石),7,,0,,0,この時代から人類は定住するようになり、農耕や牧畜を始めるようになりました,その結果食料が安定して供給できるようになり、人口も増えて集落を形成し、様々な文化が発達するようになりました,この一連の生活スタイルの変化を新石器革命(Neolithic Revolution),呼びます,,,,,,,,
1811,196,neoliberalism,新自由主義,neo_nov(新しい),neo(新しい),8,liberalism(自由主義),16,,0,,0,,,,,,,,,,,,
1812,196,neon,ネオン,neo_nov(新しい),neo(新しい),8,,0,,0,,0,,,,,,,,,,,,
1813,196,neonatal,新生児の,neo_nov(新しい),neo(新しい),8,natal(出産の),10,,0,,0,は生まれてから28日以内の赤ちゃんのことです,また新生児は非常にデリケートで体の機能も大人とはまるっきり違うので、新生児学(neonatal medicine),いう医療分野も作られています,また生まれたての新生児に何か以上がある場合は、新生児特定集中医療室(Neonatal Intensive Cure Unit, NICU)にて治療を受けることになります,,,,,,,
1814,196,neo-Nazi,ネオナチ,neo_nov(新しい),neo(新しい),8,Natism(ナチズム),12,,0,,0,スキンヘッドが彼らのトレードマークです,,,,,,,,,,,
1815,196,neophyte,初心者,neo_nov(新しい),neo(新しい),8,phyein(成長する),12,,0,,0,,,,,,,,,,,,
1816,196,neotropical,新熱帯区の,neo_nov(新しい),neo(新しい),8,tropical(熱帯),12,,0,,0,呼びます,新熱帯区(Neotropical ecozone)は南米・中米が属する生物地理区でサボテンやナマケモノ、コンドルなどが見られます,,,,,,,,,,
1817,196,new,新しい,neo_nov(新しい),neo(新しい),8,,0,,0,ギリシャ語のneos(新しい)に由来します。,22,スマホやパソコンでも新しいモデル(new model)は高価です,,,,,,,,,,,
1818,196,nova,新星,neo_nov(新しい),novus(新しい),10,,0,,0,,0,新星は白色矮星という死にかけの恒星が他の恒星に近づくことで発生します,,,,,,,,,,,
1819,196,novel,小説,neo_nov(新しい),novus(新しい),10,,0,,0,,0,小説は大衆娯楽の一つなので、様々なジャンルに分岐しています,例えば多感な時期の少女なら恋愛小説(romance novel)を好んで読み、頭を使うのが好きな人は推理小説(detective novel)を読むでしょう,また書店に行けば大衆小説(popular novel)が山積みになっていますが、一年もすれば忘れ去られてしまいます,,,,,,,,,
1820,196,novice,初心者,neo_nov(新しい),novus(新しい),10,,0,,0,,0,新米の記者(novice reporter)はとにかく記事をたくさん書いてベテランに近づきます,,,,,,,,,,,
1821,196,renovate,改修する,neo_nov(新しい),re(再び),6,novus(新しい),10,,0,,0,,,,,,,,,,,,
1822,196,supernova,超新星,neo_nov(新しい),super(超える),10,nova(新星),8,,0,,0,その時の輝きは新星を凌ぐことから「超」新星と名付けられました,,,,,,,,,,,
1823,196,,,neo_nov(新しい),,0,,0,,0,,0,,,,,,,,,,,,
1824,197,annex,併合する,nex_nect_nectere(つなぐ),ad(方向),6,nectere(つなぐ),12,,0,,0,小国が大国に飲み込まれてしまうのは歴史的によくあることです,,,,,,,,,,,
1825,197,connect,つなぐ,nex_nect_nectere(つなぐ),com(一緒),7,nectere(つなぐ),12,,0,,0,例えば電子レンジや洗濯機などの家電製品はコンセントに繋いで使います(Home appliances are connected to outlet),イヤホンを使って音楽を聴きたいなら、まずイヤホンをオーディオ機器に接続します(You connect an earphone with an audio device),,,,,,,,,,
1826,197,connector,連結器,nex_nect_nectere(つなぐ),connect(つなぐ),12,,0,,0,,0,呼ばれます,USBコネクター(USB connector)は代表的な例で、有線のマウスやキーボードをつなぐ時に使われます,,,,,,,,,,
1827,197,disconnect,接続を切る,nex_nect_nectere(つなぐ),dis(否定),7,connect(つなぐ),12,,0,,0,例えば家電製品を掃除するときは、誤動作を防ぐためにプラグを抜いておきます(to disconnect the plug),ネットの繋がりが悪いときは、パソコンのネット接続を切断して(to disconnect the computer from the network)、もう一度接続してみましょう,,,,,,,,,,
1828,197,nexus,関係,nex_nect_nectere(つなぐ),nectere(つなぐ),12,,0,,0,,0,,,,,,,,,,,,
1829,197,,,nex_nect_nectere(つなぐ),,0,,0,,0,,0,,,,,,,,,,,,
1830,198,acronym,頭字語,nom_onym(名前),acro(頂点),8,onym(名前),8,,0,,0,例えば北大西洋条約機構の正式名称は英語でNorth Atlantic Treaty Organizationですが、このままでは長すぎるので各々の単語の頭文字をつなげてNATOと省略します,他にも後天性免疫不全症候群(Acquired Immune Deficiency Syndrome)はAIDSと略され、ニートの正式名称Not in Education, Employment or TrainingもNEETと略されます,頭字語を使うことでビジネスや政治の議論が少し円滑になります,,,,,,,,
1831,198,anonymous,匿名の,nom_onym(名前),an(無い),6,onyma(名前),9,,0,,0,して教育機関にお金や物資を送ります,非通知の電話(anonymous phone call)があった場合は、犯罪の可能性があるので気軽に掛け直さないようにしましょう,脅迫状は匿名の手紙(anonymous letter),して郵送されます,殺傷事件の犯人が未成年の場合は匿名報道(anonymous reporting)が行われます,インターネット上では私たちは匿名なので(We are anonymous on the Internet)、つい気軽に他人を中傷してしまうことがあります,,,,,,
1832,198,antonym,対義語,nom_onym(名前),anti(反対),8,onym(名前),8,,0,,0,対義語は意味こそ正反対ではあるものの、使われ方は互いに似ているからです,例えばcoldの対義語はhotですが(The antonym of ‘cold’ is ‘hot’)、cold water, cold airが表現できるなら、hot water, hot airも言えるはずです,もちろん全ての単語に言えることではありませんが、対義語を掴んでおくことで表現の幅が大きく広がるのは確かです,,,,,,,
1833,198,denomination,宗派、通貨の単位,nom_onym(名前),de(徹底的),7,nominare(名付ける),14,,0,,0,例えばキリスト教には大きく分けてカトリック(Catholic)、正教会(Orthodox)、プロテスタント(Protestant)の３つの宗派に分けられています,また仏教でも天台宗(Tendai sect)、真言宗、浄土宗、浄土真宗などの宗派に別れています,,,,,,,,,,
1834,198,denominator,分母,nom_onym(名前),denomination(命名),16,,0,,0,,0,分母の異なる分数の足し算・引き算を行う場合は、それぞれの分母が公分母(common denominator)になるように通分してから計算します,,,,,,,,,,,
1835,198,nameless,無名の,nom_onym(名前),name(名前),8,less(否定),8,,0,,0,例えば名もない作家(nameless writer)が著した本は一年もしないうちに書店から消えてしまいます,名もない芸人(nameless comedian)もいつのまにかテレビからいなくなります,無名の詩人(nameless poet)が残した作品はあまり世に出回っていません,,,,,,,,,
1836,198,nominal,名目上の,nom_onym(名前),nomen(名前),9,,0,,0,,0,賃金は労働者の豊かさを表す指標です,ただ名目賃金(nominal wages)が２％上がってもインフレ率が４％なら、実質賃金(real wages)はマイナス２％になってしまいます,また形式的にお金を払うことから、ただ当然の値段で取引を行うときにも使われます,例えば客寄せのための商品は１円や１０円などただ当然の値段で手に入ります(to be available at a nominal charge),,,,,,,,
1837,198,nominate,推薦する,nom_onym(名前),nominare(名付ける),14,,0,,0,,0,また生徒や教師から人望がある優秀な生徒は生徒会長に推薦されます(to be nominated for student council president),またアメリカで公開された映画の中で特に優秀な作品はアカデミー賞にノミネートされます(to be nominated for Academy Awards),,,,,,,,,,
1838,198,nominative,主格の,nom_onym(名前),nominare(名付ける),14,,0,,0,,0, you, he, sheなどが挙げられます,nominativeは文法用語なので日常会話では使われませんが、覚えておくと英文法の理解が深まります,,,,,,,,
1839,198,nominee,候補者,nom_onym(名前),nominate(推薦する),14,,0,,0,,0,,,,,,,,,,,,
1840,198,noun,名詞,nom_onym(名前),nomen(名前),9,,0,,0,,0,また一つ二つと数えられる名詞は可算名詞(countable noun)、液体や気体、概念など数えられない名詞は不可算名詞(uncountable noun),呼ばれます,,,,,,,,,,
